actor_name,actor_facebook_likes,selected
Steve Carell,7000.0,False
Marshall Bell,217.0,False
Noah Huntley,133.0,False
Jennifer Freeman,389.0,False
Clint Eastwood,16000.0,False
Boris Kodjoe,1000.0,False
Faizon Love,585.0,False
Joseph Gordon-Levitt,23000.0,False
James Kyson,449.0,False
Mackenzie Davis,363.0,False
Keanu Reeves,18000.0,False
Telly Savalas,803.0,False
Miko Hughes,969.0,False
Stephen Collins,452.0,False
Dave Chappelle,744.0,False
J.K. Simmons,24000.0,False
Matt Damon,13000.0,False
Christian Bale,23000.0,False
Jake Gyllenhaal,15000.0,False
Norman Reedus,12000.0,False
Christopher Nicholas Smith,434.0,False
Emma Stone,15000.0,False
Eddie Izzard,776.0,False
Cameron Monaghan,1000.0,False
Barry Corbin,883.0,False
Harold Perrineau,1000.0,False
Jennifer Jason Leigh,1000.0,False
Jim Broadbent,1000.0,False
Cary-Hiroyuki Tagawa,1000.0,False
Janeane Garofalo,1000.0,False
Zoë Kravitz,943.0,False
Bob Hoskins,5000.0,False
Colin Firth,14000.0,False
Kurtwood Smith,1000.0,False
Sean Lennon,61.0,False
James Corden,480.0,False
Hunter Parrish,2000.0,False
Jerry Ferrara,480.0,False
Robert Downey Jr.,21000.0,False
Alexia Fast,553.0,False
Will Ferrell,8000.0,False
Rupert Grint,10000.0,False
John de Lancie,905.0,False
Brian Dennehy,954.0,False
Michael Angarano,947.0,False
Celia Imrie,186.0,False
Delroy Lindo,848.0,False
Morgan Freeman,11000.0,False
Vanessa Williams,1000.0,False
J.K. Simmons,24000.0,False
Jay Hernandez,1000.0,False
Dominic Cooper,3000.0,False
Joely Richardson,584.0,False
Jason Patric,673.0,False
Molly Parker,611.0,False
Ivana Milicevic,834.0,False
J.K. Simmons,24000.0,False
Samantha Morton,631.0,False
Don Cheadle,3000.0,False
Mia Wasikowska,3000.0,False
Keanu Reeves,18000.0,False
Joseph Gilgun,788.0,False
J.K. Simmons,24000.0,False
George Coe,488.0,False
J.K. Simmons,24000.0,False
Desmond Llewelyn,244.0,False
Al Pacino,14000.0,False
Michael Nouri,225.0,False
Joseph Gordon-Levitt,23000.0,False
Holly Hunter,1000.0,False
Channing Tatum,17000.0,False
Sullivan Stapleton,1000.0,False
Yaphet Kotto,581.0,False
Clint Howard,1000.0,False
Gary Dourdan,1000.0,False
Leonardo DiCaprio,29000.0,False
Robert Downey Jr.,21000.0,False
Philip Seymour Hoffman,22000.0,False
Quentin Tarantino,16000.0,False
Milla Jovovich,14000.0,False
Farrah Fawcett,1000.0,False
Christopher Lee,16000.0,False
Bill Duke,1000.0,False
MyAnna Buring,513.0,False
Zach Gilford,971.0,False
Lily Tomlin,718.0,False
Sid Haig,1000.0,False
Kimberly Elise,637.0,False
LL Cool J,1000.0,False
Albert Finney,883.0,False
Sid Haig,1000.0,False
Michael Stuhlbarg,816.0,False
Bill Murray,13000.0,False
Julian Sands,687.0,False
Colin Firth,14000.0,False
Irvin Kershner,883.0,False
Jonathan Brandis,761.0,False
Indira Varma,729.0,False
Jeffrey Jones,692.0,False
Michael J. Pollard,206.0,False
Anne Hathaway,11000.0,False
Alice Braga,1000.0,False
Matt Walsh,490.0,False
Bruce McGill,655.0,False
Ed Begley Jr.,783.0,False
Hayden Christensen,4000.0,False
Ezra Miller,3000.0,False
Ellen Burstyn,1000.0,False
Naomi Watts,6000.0,False
Catherine Deneuve,963.0,False
Nathalie Fay,227.0,False
Taylor Negron,1000.0,False
Joseph Gordon-Levitt,23000.0,False
Olivia Williams,766.0,False
Steve Carell,7000.0,False
Lynn Cohen,474.0,False
Chris Hemsworth,26000.0,False
Emily Watson,876.0,False
Clint Eastwood,16000.0,False
Milla Jovovich,14000.0,False
Rory Culkin,710.0,False
Glenn Plummer,240.0,False
Jennifer Lawrence,34000.0,False
Alfre Woodard,1000.0,False
Deborah Mailman,46.0,False
John Cothran,27.0,False
Esai Morales,699.0,False
Angie Dickinson,754.0,False
Curtis Armstrong,876.0,False
Sarah Polley,900.0,False
Greg Germann,435.0,False
Leon,730.0,False
Merab Ninidze,56.0,False
Michael Fassbender,13000.0,False
Tom Hardy,27000.0,False
Emily Podleski,1000.0,False
Alexander Skarsgård,10000.0,False
Robin Wright,18000.0,False
Steve Buscemi,12000.0,False
Sam Riley,845.0,False
Michael Biehn,2000.0,False
Stephen Graham,1000.0,False
Ethan Suplee,1000.0,False
Olivia Newton-John,1000.0,False
Johnny Depp,40000.0,False
Osama bin Laden,503.0,False
Katharine Ross,640.0,False
Ed Wynn,382.0,False
Adam Baldwin,2000.0,False
Jim Broadbent,1000.0,False
Rita Moreno,804.0,False
Bill Murray,13000.0,False
Julie Benz,3000.0,False
Omar Epps,865.0,False
Kevin Spacey,18000.0,False
Lisa Wilcox,321.0,False
Ryan Reynolds,16000.0,False
Mark Margolis,1000.0,False
Joseph Cotten,469.0,False
John Michael Higgins,957.0,False
Donald Pleasence,742.0,False
Tisha Campbell-Martin,413.0,False
Lochlyn Munro,555.0,False
Julia Roberts,8000.0,False
Jeanne Tripplehorn,711.0,False
Corbin Bernsen,1000.0,False
David Oyelowo,1000.0,False
Donald Pleasence,742.0,False
Matthew McConaughey,11000.0,False
John Heard,697.0,False
Janeane Garofalo,1000.0,False
J.K. Simmons,24000.0,False
Ezra Miller,3000.0,False
Don Cheadle,3000.0,False
Drake Bell,1000.0,False
Kirsten Dunst,4000.0,False
Hugh M. Hefner,373.0,False
Jim Parsons,17000.0,False
Sarah Michelle Gellar,4000.0,False
John Cameron Mitchell,263.0,False
Antoni Corone,97.0,False
Hayden Christensen,4000.0,False
Chelcie Ross,244.0,False
Mary-Kate Olsen,976.0,False
Michael Berryman,721.0,False
Aidan Quinn,767.0,False
Jennifer Ehle,1000.0,False
Tim Blake Nelson,596.0,False
James Nesbitt,773.0,False
Matthew McConaughey,11000.0,False
Charlie Hunnam,16000.0,False
Ryan Gosling,33000.0,False
Archie Panjabi,883.0,False
Miguel Ferrer,688.0,False
Wesley Jonathan,592.0,False
Eileen Brennan,1000.0,False
Alice Krige,368.0,False
Cicely Tyson,907.0,False
Noah Taylor,509.0,False
Joseph Gordon-Levitt,23000.0,False
Scarlett Johansson,19000.0,False
Kate Winslet,14000.0,False
Paul Sorvino,636.0,False
Alexis Dziena,715.0,False
Ruby Dee,782.0,False
Sarah Michelle Gellar,4000.0,False
Jim Gaffigan,472.0,False
Jon Hamm,4000.0,False
Campbell Scott,393.0,False
Lin Shaye,852.0,False
Emmanuelle Vaugier,1000.0,False
Bradley Cooper,14000.0,False
Bam Margera,608.0,False
Billy Burke,2000.0,False
Johanna Braddy,581.0,False
Lin Shaye,852.0,False
John Saxon,506.0,False
Busy Philipps,1000.0,False
Matt Shively,235.0,False
Richard Burton,726.0,False
Johnny Depp,40000.0,False
Charlize Theron,9000.0,False
Richard Cabral,510.0,False
Matthew McConaughey,11000.0,False
Olivia Wilde,10000.0,False
Callum Rennie,716.0,False
James Lafferty,972.0,False
Ethan Suplee,1000.0,False
Julie Walters,838.0,False
Steve Carell,7000.0,False
William Schallert,901.0,False
Frank Welker,2000.0,False
John Beasley,205.0,False
Zooey Deschanel,11000.0,False
Bernie Mac,1000.0,False
Mekhi Phifer,1000.0,False
Ben Feldman,1000.0,False
Jurnee Smollett-Bell,2000.0,False
Kristen Stewart,17000.0,False
Kane Hodder,935.0,False
Nia Vardalos,567.0,False
James Franco,11000.0,False
Donald Pleasence,742.0,False
Peter Serafinowicz,605.0,False
Jessica Lowndes,1000.0,False
Matthew McConaughey,11000.0,False
Donald Pleasence,742.0,False
Thomas F. Wilson,690.0,False
Steve Guttenberg,801.0,False
David Carradine,926.0,False
Warren Christie,520.0,False
Clifton Collins Jr.,968.0,False
Sterling Jerins,155.0,False
Eddie Cibrian,849.0,False
Lara Jill Miller,93.0,False
Macaulay Culkin,3000.0,False
Brendan Fehr,847.0,False
Fran Drescher,859.0,False
Natasha Lyonne,1000.0,False
Jon Favreau,4000.0,False
Kevin Spacey,18000.0,False
Bruce Greenwood,990.0,False
Alan Rickman,25000.0,False
Kate Winslet,14000.0,False
Hayden Christensen,4000.0,False
Will Ferrell,8000.0,False
Kim Dickens,624.0,False
Christian Bale,23000.0,False
Dana Delany,722.0,False
Jeremy Renner,10000.0,False
Dianne Wiest,967.0,False
Macaulay Culkin,3000.0,False
Alia Shawkat,727.0,False
Andrew Wilson,387.0,False
Viggo Mortensen,10000.0,False
Adam Scott,3000.0,False
Ethan Suplee,1000.0,False
Mike Figueroa,343.0,False
Adam Garcia,811.0,False
Robert Duvall,3000.0,False
Jay Hernandez,1000.0,False
Steve Coogan,1000.0,False
Katy Mixon,982.0,False
Alex Rocco,968.0,False
Bill Johnson,237.0,False
Ryan Gosling,33000.0,False
Eddie Redmayne,13000.0,False
Steve Guttenberg,801.0,False
Kristin Scott Thomas,1000.0,False
Philip Seymour Hoffman,22000.0,False
Christopher Meloni,3000.0,False
Ellen Burstyn,1000.0,False
Jake Gyllenhaal,15000.0,False
Patrick Fugit,835.0,False
Jason Statham,26000.0,False
Liam Neeson,14000.0,False
Scatman Crothers,888.0,False
Hayley Atwell,2000.0,False
Keisha Castle-Hughes,446.0,False
Hugh Jackman,20000.0,False
Jim Broadbent,1000.0,False
Art Hindle,110.0,False
Julian Richings,648.0,False
Scarlett Johansson,19000.0,False
Woody Allen,11000.0,False
Gloria Grahame,232.0,False
Christian Bale,23000.0,False
Heath Ledger,13000.0,False
Joely Richardson,584.0,False
Nicolas Cage,12000.0,False
Ryan Guzman,3000.0,False
Josh Hutcherson,14000.0,False
Meg Foster,355.0,False
Muse Watson,45000.0,False
Ellar Coltrane,230.0,False
Scarlett Johansson,19000.0,False
Cary-Hiroyuki Tagawa,1000.0,False
Angell Conwell,522.0,False
Mo'Nique,939.0,False
Estella Warren,658.0,False
Robin Williams,49000.0,False
Frank Grillo,798.0,False
Ashley Rickards,986.0,False
Ian Somerhalder,16000.0,False
Salma Hayek,4000.0,False
Jeremy Davies,769.0,False
Laura Ramsey,960.0,False
Michael Wincott,721.0,False
Catherine O'Hara,925.0,False
Ivana Milicevic,834.0,False
Philip Baker Hall,497.0,False
Kelli Garner,730.0,False
Stephanie Leonidas,420.0,False
Michael Berryman,721.0,False
Chazz Palminteri,979.0,False
Kelly Macdonald,2000.0,False
Nicolas Cage,12000.0,False
Peter McNamara,419.0,False
Viggo Mortensen,10000.0,False
Lauren Ambrose,945.0,False
Craig Ferguson,759.0,False
Noah Emmerich,617.0,False
Anna Friel,736.0,False
Robin Wright,18000.0,False
Connor Paolo,530.0,False
Keanu Reeves,18000.0,False
Hattie McDaniel,503.0,False
Tom Cullen,507.0,False
James Coburn,773.0,False
Keenan Wynn,277.0,False
Michael Kelly,963.0,False
Gladys Cooper,89.0,False
Alice Olivia Clarke,117.0,False
Dominic Cooper,3000.0,False
Liam Neeson,14000.0,False
Tom Wilkinson,1000.0,False
Peter Graves,628.0,False
Nia Long,826.0,False
Jada Pinkett Smith,851.0,False
George Kennedy,3000.0,False
Julian Richings,648.0,False
Joe Estevez,625.0,False
John Mahoney,385.0,False
Brendan Fraser,3000.0,False
Ted Raimi,634.0,False
Wanda Sykes,560.0,False
Frances Conroy,827.0,False
Will Forte,622.0,False
Zooey Deschanel,11000.0,False
Jordana Brewster,4000.0,False
Kevin Spacey,18000.0,False
Anjelica Huston,1000.0,False
J.K. Simmons,24000.0,False
Danny Dyer,798.0,False
Armando Riesco,625.0,False
Goran Visnjic,1000.0,False
John Belushi,1000.0,False
Honor Blackman,387.0,False
Kelly Macdonald,2000.0,False
Bernie Mac,1000.0,False
Sprague Grayden,438.0,False
James Nesbitt,773.0,False
Michael Moore,909.0,False
Clu Gulager,426.0,False
Julian Sands,687.0,False
Rhys Wakefield,942.0,False
Danielle Kotch,1000.0,False
Nancy O'Dell,71.0,False
Kevin Zegers,2000.0,False
Tony Goldwyn,956.0,False
William Holden,682.0,False
Ariana Richards,610.0,False
Kane Hodder,935.0,False
Common,989.0,False
Omari Hardwick,1000.0,False
Mo'Nique,939.0,False
Seamus Davey-Fitzpatrick,140.0,False
John Astin,641.0,False
Angus Scrimm,674.0,False
America Ferrera,953.0,False
Archie Panjabi,883.0,False
Callie Thorne,472.0,False
Indira Varma,729.0,False
Julian Sands,687.0,False
Kristy Swanson,578.0,False
Matthew McConaughey,11000.0,False
Julie Benz,3000.0,False
Gary Oldman,10000.0,False
Eddie Griffin,489.0,False
Johnny Depp,40000.0,False
Robyn Lively,439.0,False
Gregory Smith,694.0,False
Kirsten Dunst,4000.0,False
Michael Gross,536.0,False
George Kennedy,3000.0,False
Matt Cohen,487.0,False
Gretchen Mol,599.0,False
Michael Biehn,2000.0,False
Johnny Depp,40000.0,False
Hayley Atwell,2000.0,False
Dyan Cannon,267.0,False
Isaac Hayes,275.0,False
Nehemiah Persoff,105.0,False
Kane Hodder,935.0,False
Margaret Hamilton,695.0,False
Madeline Kahn,1000.0,False
Megan Park,569.0,False
Peter Fonda,402.0,False
Madeline Kahn,1000.0,False
Judie Aronson,158.0,False
Rupert Graves,443.0,False
Johnny Depp,40000.0,False
Essence Atkins,713.0,False
Barack Obama,871.0,False
Scout Taylor-Compton,908.0,False
Tom Hanks,15000.0,False
Tom Atkins,381.0,False
David Jason Perez,1000.0,False
Keanu Reeves,18000.0,False
Armando Riesco,625.0,False
Hanno Pöschl,15.0,False
Billy Crudup,745.0,False
Frank Langella,902.0,False
Sarah Polley,900.0,False
Shailene Woodley,8000.0,False
Bill Maher,334.0,False
Larry David,860.0,False
Gary Cole,989.0,False
Katharine Ross,640.0,False
Dustin Lance Black,191.0,False
Larry Miller,611.0,False
Linda Cardellini,2000.0,False
Bernie Mac,1000.0,False
Marc Blucas,973.0,False
Stephen Graham,1000.0,False
Jossara Jinaro,847.0,False
Richard Brooker,72.0,False
Tiffany Helm,42.0,False
Henry Thomas,861.0,False
Myrna Loy,749.0,False
Robert Shaw,559.0,False
Phoebe Legere,40.0,False
Maika Monroe,314.0,False
Vernon Wells,745.0,False
Alicia Goranson,173.0,False
Eric Sheffer Stevens,120.0,False
Ben Davies,690.0,False
Michael Greyeyes,912.0,False
Vernon Dobtcheff,50.0,False
Holly Hunter,1000.0,False
Jennifer Lawrence,34000.0,False
Najarra Townsend,538.0,False
Vanessa Lengies,804.0,False
J.K. Simmons,24000.0,False
David Oyelowo,1000.0,False
Julia Roberts,8000.0,False
Kathleen Wilhoite,265.0,False
Julie Christie,597.0,False
Sook-Yin Lee,71.0,False
Noah Danby,178.0,False
Alexander Skarsgård,10000.0,False
John F. Kennedy,168.0,False
Hugh M. Hefner,373.0,False
Matt Bennett,189.0,False
Robin Williams,49000.0,False
Jeffrey Falcon,33.0,False
Peter Dinklage,22000.0,False
Jeremy Irvine,25000.0,False
Jason Statham,26000.0,False
Brad William Henke,363.0,False
Martin Starr,985.0,False
Rapulana Seiphemo,29.0,False
Rita Hayworth,1000.0,False
Kate Maberly,416.0,False
Keanu Reeves,18000.0,False
Peter Coyote,548.0,False
Ryan Reynolds,16000.0,False
Chloë Grace Moretz,17000.0,False
Johnny Depp,40000.0,False
Paul McGill,41.0,False
Logan Browning,628.0,False
Caleb Landry Jones,463.0,False
Quvenzhané Wallis,2000.0,False
Aidan Quinn,767.0,False
James Duval,701.0,False
Tom Wilkinson,1000.0,False
Sarah Butler,635.0,False
Ally Walker,349.0,False
Paddy Considine,680.0,False
Shirley Henderson,887.0,False
Judy Greer,2000.0,False
Ty Burrell,3000.0,False
Lew Temple,597.0,False
Bolo Yeung,633.0,False
William Baldwin,436.0,False
Scott Cohen,378.0,False
Bruce Greenwood,991.0,False
Anjelica Huston,1000.0,False
Lin Shaye,852.0,False
Beau Bridges,552.0,False
Donald Glover,801.0,False
Eric Stoltz,902.0,False
Ryan Gosling,33000.0,False
Paul Guilfoyle,210.0,False
Jessy Schram,813.0,False
Paulette Goddard,309.0,False
Brian Dennehy,954.0,False
Ted Raimi,634.0,False
Stephen McHattie,413.0,False
Jimmy Bennett,87000.0,False
Sid Haig,1000.0,False
Tom Cruise,10000.0,False
Adriana Caselotti,82.0,False
Zak Penn,87.0,False
Jason Statham,26000.0,False
Steve Buscemi,12000.0,False
Eric Dane,2000.0,False
Bruce Willis,13000.0,False
Judy Greer,2000.0,False
Betsy Palmer,309.0,False
Peter Gallagher,828.0,False
Michael Emerson,2000.0,False
Geoffrey Arend,816.0,False
Keanu Reeves,18000.0,False
Matthew Broderick,2000.0,False
Bruce Willis,13000.0,False
Natasha Lyonne,1000.0,False
Vivica A. Fox,890.0,False
Quentin Tarantino,16000.0,False
Jason Marsden,1000.0,False
Lemmy,268.0,False
Alanna Ubach,584.0,False
Ryan Reynolds,16000.0,False
Terry Kiser,448.0,False
Chris Gauthier,434.0,False
Sylvester Stallone,13000.0,False
Jamie Lee Curtis,2000.0,False
Shelley Hennig,707.0,False
Patrick Macnee,1000.0,False
Ursula Andress,650.0,False
Jesse McCartney,1000.0,False
Andrew Robinson,266.0,False
Benjamin A. Onyango,634.0,False
Julian Morris,1000.0,False
Ryan Gosling,33000.0,False
Kevin Zegers,2000.0,False
Fernanda Andrade,403.0,False
Charles Napier,503.0,False
Daryl Sabara,640.0,False
W. Earl Brown,422.0,False
Philip Seymour Hoffman,22000.0,False
J.K. Simmons,24000.0,False
Charlie McDermott,496.0,False
Sheryl Crow,130.0,False
Robert Downey Jr.,21000.0,False
Kevin Corrigan,778.0,False
Tom Wilkinson,1000.0,False
Ed Begley Jr.,783.0,False
Justin Theroux,1000.0,False
Odeya Rush,2000.0,False
Sonja Sohn,245.0,False
Wilford Brimley,957.0,False
Trey Parker,406.0,False
Zooey Deschanel,11000.0,False
David Arquette,611.0,False
Frances Fisher,638.0,False
Leslie Bibb,1000.0,False
Shiri Appleby,855.0,False
Michael Imperioli,873.0,False
Alex Gibney,141.0,False
Pelé,102.0,False
Josh Swanson,53.0,False
Matthew Ziff,260000.0,False
Lena Dunham,969.0,False
David Hyde Pierce,443.0,False
Harvey Fierstein,499.0,False
Judy Greer,2000.0,False
Jordana Spiro,262.0,False
Nora Zehetner,446.0,False
Michael Rapaport,975.0,False
David Keith,563.0,False
Lynn Cohen,474.0,False
Rosario Dawson,3000.0,False
Marlon Brando,10000.0,False
Justin Kirk,945.0,False
Odessa Rae,109.0,False
Katy Mixon,982.0,False
Ahna O'Reilly,282.0,False
Jack McBrayer,975.0,False
Dwayne Johnson,12000.0,False
Joseph Gordon-Levitt,23000.0,False
James Wolk,938.0,False
Gavin MacLeod,284.0,False
Heather Matarazzo,529.0,False
Allison Dean,159.0,False
Victor Rasuk,302.0,False
Kevin Pollak,574.0,False
Harrison Ford,11000.0,False
Tina Fey,2000.0,False
Mary Lynn Rajskub,934.0,False
MyAnna Buring,513.0,False
Lena Dunham,969.0,False
Gary Oldman,10000.0,False
Raymond J. Barry,108.0,False
Julian Morris,1000.0,False
William Gates,7.0,False
Adam LeFevre,80.0,False
Naomi Watts,6000.0,False
Robert Ri'chard,730.0,False
Ryan Gosling,33000.0,False
Ginger Rogers,610.0,False
Heather Donahue,170.0,False
Joe Cocker,262.0,False
Stacy Keach,602.0,False
William Smith,919.0,False
Paul McCartney,785.0,False
Kirk Cameron,848.0,False
Frances Bavier,407.0,False
Blanchard Ryan,48.0,False
Woody Strode,423.0,False
Peter Dinklage,22000.0,False
Randy Wayne,984.0,False
Terry Funk,54.0,False
Rachel Dratch,399.0,False
Rachel True,328.0,False
Sasha Alexander,980.0,False
Rory Culkin,710.0,False
Edie Falco,659.0,False
Peter Dinklage,22000.0,False
Monica Calhoun,597.0,False
Kevin Corrigan,778.0,False
Monique Gabriela Curnen,239.0,False
Haley Ramm,353.0,False
Jim Parsons,17000.0,False
Tori Spelling,396.0,False
Ryan Gosling,33000.0,False
Scoot McNairy,660.0,False
Justin Chon,552.0,False
Britney Spears,1000.0,False
Tim Holmes,44000.0,False
Lawrence Gilliard Jr.,353.0,False
James Nesbitt,773.0,False
Olivia Wilde,10000.0,False
John Karyus,907.0,False
Ginger Rogers,610.0,False
Chris Eigeman,88.0,False
Jon Heder,970.0,False
Devin Ratray,1000.0,False
Micah Sloat,189.0,False
Eric Idle,795.0,False
Greg Ayres,58.0,False
Treat Williams,642.0,False
Anita Page,77.0,False
America Olivo,470.0,False
Mark Zupan,15.0,False
Michael Dudikoff,615.0,False
Jamie Lee Curtis,2000.0,False
Kimberly J. Brown,409.0,False
Viggo Mortensen,10000.0,False
Oliver Platt,1000.0,False
Daniel London,52.0,False
John Robinson,375.0,False
Don Wallace,54.0,False
Jim Sturgess,5000.0,False
Tatyana Ali,685.0,False
Dreama Walker,601.0,False
Matt Damon,13000.0,False
Aunjanue Ellis,400.0,False
Parry Shen,94.0,False
Nicole Ari Parker,360.0,False
Lupe Ontiveros,625.0,False
Purva Bedi,250.0,False
David Hewlett,686.0,False
Charis Michelsen,5.0,False
Amir Talai,308.0,False
Jennifer Lawrence,34000.0,False
Nolan Gerard Funk,924.0,False
Brendan Doogie Milewski,2.0,False
Dan Futterman,254.0,False
Kenneth Tobey,57.0,False
Jon Favreau,4000.0,False
Channing Tatum,17000.0,False
Darryl Hunt,2.0,False
Tom Cullen,507.0,False
S. Epatha Merkerson,539.0,False
Robin Lord Taylor,574.0,False
John Amos,982.0,False
Bebe Neuwirth,376.0,False
Glen Hansard,200.0,False
Temple Grandin,58.0,False
Gunnar Hansen,383.0,False
Michael Moore,909.0,False
Alex Kendrick,589.0,False
Pfeifer Brown,220.0,False
Robert Townsend,467.0,False
Fay Masterson,126.0,False
Brighton Sharbino,3000.0,False
Tony Goldwyn,956.0,False
Mark Margolis,1000.0,False
Tia Carrere,1000.0,False
Chemeeka Walker,0.0,False
Clifton Collins Jr.,968.0,False
Anna Kendrick,10000.0,False
Shari Albert,138.0,False
Lena Dunham,969.0,False
Paul Schneider,552.0,False
Derick Martini,20000.0,False
Jason Mewes,898.0,False
Stacy Edwards,136.0,False
Mireille Enos,1000.0,False
Tommy Pallotta,5.0,False
Divine,462.0,False
Shane Carruth,291.0,False
John August,86.0,False
Joel David Moore,936.0,False
Orlando Bloom,5000.0,False
Rory Kinnear,393.0,False
Christian Bale,23000.0,False
Samantha Morton,632.0,False
James Franco,11000.0,False
Donna Murphy,553.0,False
Robert Downey Jr.,21000.0,False
Daniel Radcliffe,11000.0,False
Lauren Cohan,4000.0,False
Marlon Brando,10000.0,False
Mathieu Amalric,412.0,False
Orlando Bloom,5000.0,False
Ruth Wilson,2000.0,False
Christopher Meloni,3000.0,False
Pierfrancesco Favino,216.0,False
Robert Downey Jr.,21000.0,False
Sam Claflin,11000.0,False
Michael Stuhlbarg,816.0,False
Adam Brown,972.0,False
Andrew Garfield,10000.0,False
William Hurt,882.0,False
Adam Brown,972.0,False
Eva Green,6000.0,False
Thomas Kretschmann,919.0,False
Kate Winslet,14000.0,False
Scarlett Johansson,19000.0,False
Alexander Skarsgård,10000.0,False
Judy Greer,2000.0,False
Helen McCrory,563.0,False
James Franco,11000.0,False
Jon Favreau,4000.0,False
Alan Rickman,25000.0,False
Kelsey Grammer,808.0,False
Tyler Labine,779.0,False
Kevin Dunn,581.0,False
Sophia Myles,956.0,False
Mila Kunis,15000.0,False
Andrew Garfield,10000.0,False
Olivia Wilde,10000.0,False
Thomas Kretschmann,919.0,False
Temuera Morrison,368.0,False
John Ratzenberger,1000.0,False
Bryce Dallas Howard,3000.0,False
Paul Walker,23000.0,False
Brad Pitt,11000.0,False
Peter Dinklage,22000.0,False
Bruce Greenwood,981.0,False
Ewen Bremner,557.0,False
Elizabeth Debicki,509.0,False
Richard Coyle,567.0,False
Clifton Collins Jr.,968.0,False
Lester Speight,829.0,False
Ray Winstone,1000.0,False
John Ratzenberger,1000.0,False
Melissa Roxburgh,119.0,False
Fred Willard,729.0,False
Dana Ivey,268.0,False
Liam James,468.0,False
Colin Firth,14000.0,False
Mila Kunis,15000.0,False
Alexander Skarsgård,10000.0,False
Kiran Shah,190.0,False
Michael Fassbender,13000.0,False
Heath Ledger,13000.0,False
Delroy Lindo,848.0,False
Rainn Wilson,973.0,False
Jeff Bridges,12000.0,False
Christopher Lee,16000.0,False
Salma Hayek,4000.0,False
Brendan Fraser,3000.0,False
Robin Atkin Downes,336.0,False
Morgan Freeman,11000.0,False
Lara Pulver,854.0,False
Rick Aviles,60.0,False
Dennis Quaid,2000.0,False
Mindy Kaling,767.0,False
Bill Murray,13000.0,False
Scarlett Johansson,19000.0,False
Kristen Stewart,17000.0,False
Sharlto Copley,2000.0,False
Judy Greer,2000.0,False
Cary-Hiroyuki Tagawa,1000.0,False
Chris Evans,11000.0,False
Kathy Griffin,225.0,False
Chris Bauer,638.0,False
Daniel Henney,719.0,False
Sarah Silverman,931.0,False
Eddie Deezen,726.0,False
Sela Ward,812.0,False
America Ferrera,953.0,False
M.C. Gainey,284.0,False
Vin Diesel,14000.0,False
Anne Hathaway,11000.0,False
Tom Hardy,27000.0,False
Vin Diesel,14000.0,False
Jason Flemyng,1000.0,False
Michael Fassbender,13000.0,False
Philip Seymour Hoffman,22000.0,False
Omar Benson Miller,418.0,False
Mike Vogel,2000.0,False
Alan Rickman,25000.0,False
Eric Idle,795.0,False
Callum Rennie,716.0,False
Emilia Clarke,10000.0,False
Shane Rangi,82.0,False
Jaime King,961.0,False
Michael O'Neill,599.0,False
Angelina Jolie Pitt,11000.0,False
Daniel Radcliffe,11000.0,False
Daniel Radcliffe,11000.0,False
Charlize Theron,9000.0,False
Alice Braga,1000.0,False
Christopher Lee,16000.0,False
John Ratzenberger,1000.0,False
Liam Neeson,14000.0,False
Jada Pinkett Smith,851.0,False
Rami Malek,3000.0,False
Ryan Reynolds,16000.0,False
Collin Chou,269.0,False
Maurice LaMarche,523.0,False
Daniel Bernhardt,198.0,False
Natalie Portman,20000.0,False
Charlize Theron,9000.0,False
Ayelet Zurer,745.0,False
Natalie Portman,20000.0,False
Diedrich Bader,759.0,False
Piper Mackenzie Harris,607.0,False
Edgar Ramírez,897.0,False
Chloë Grace Moretz,17000.0,False
Jeremy Renner,10000.0,False
Simon Merrells,490.0,False
Alexander Skarsgård,10000.0,False
Oprah Winfrey,852.0,False
Gary Oldman,10000.0,False
Noah Ringer,756.0,False
Tom Cruise,10000.0,False
Jake Weber,551.0,False
Dan Fogler,562.0,False
Kate Winslet,14000.0,False
Cara Delevingne,548.0,False
Zach Callison,1000.0,False
Orlando Bloom,5000.0,False
Martin Short,770.0,False
Colin Salmon,766.0,False
Kate McKinnon,370.0,False
Steve Buscemi,12000.0,False
Rosario Dawson,3000.0,False
Anthony Hopkins,12000.0,False
Angelina Jolie Pitt,11000.0,False
Jeremy Renner,10000.0,False
Kamil McFadden,315.0,False
Richard Burgi,550.0,False
Tony Goldwyn,956.0,False
María Valverde,893.0,False
Leonard Nimoy,12000.0,False
James Franco,11000.0,False
Djimon Hounsou,3000.0,False
Elodie Yung,934.0,False
Joe Morton,780.0,False
Billy Crudup,745.0,False
Rene Russo,808.0,False
Regi Davis,300.0,False
Dwayne Johnson,12000.0,False
Rainn Wilson,973.0,False
Ming-Na Wen,2000.0,False
Dominic Cooper,3000.0,False
Maria Grazia Cucinotta,536.0,False
Lee Ingleby,172.0,False
Kristen Stewart,17000.0,False
Brad Pitt,11000.0,False
Peter Mensah,1000.0,False
Penelope Wilton,400.0,False
Tom Hardy,27000.0,False
Snoop Dogg,881.0,False
Ray Winstone,1000.0,False
Annet Mahendru,411.0,False
Edgar Ramírez,897.0,False
Wayne Knight,967.0,False
Hayley Atwell,2000.0,False
Josh Hutcherson,14000.0,False
Kristen Stewart,17000.0,False
Matt Jones,523.0,False
Lisa Ann Walter,1000.0,False
Henry Rollins,898.0,False
Constance Marie,442.0,False
Andre Braugher,702.0,False
